4.000000000000000000e+00,4.702950716018676758e-01,1.223643898963928223e+00
9.000000000000000000e+00,9.506287574768066406e-01,1.414401173591613770e+00
4.000000000000000000e+00,1.238617300987243652e+00,1.394166111946105957e+00
9.000000000000000000e+00,1.323722481727600098e+00,1.531917691230773926e+00
4.000000000000000000e+00,4.061196446418762207e-01,1.315018653869628906e+00
9.000000000000000000e+00,1.274887561798095703e+00,1.496248602867126465e+00
4.000000000000000000e+00,8.242357373237609863e-01,1.265544414520263672e+00
9.000000000000000000e+00,1.241983056068420410e+00,1.638359069824218750e+00
9.000000000000000000e+00,1.253754973411560059e+00,1.569076299667358398e+00
9.000000000000000000e+00,9.443414211273193359e-01,1.507997989654541016e+00
9.000000000000000000e+00,1.210214018821716309e+00,7.427142858505249023e-01
4.000000000000000000e+00,1.094988942146301270e+00,1.225870013236999512e+00
9.000000000000000000e+00,9.375721216201782227e-01,1.456547856330871582e+00
9.000000000000000000e+00,1.187424182891845703e+00,1.592857241630554199e+00
4.000000000000000000e+00,4.405738115310668945e-01,1.390096664428710938e+00
4.000000000000000000e+00,3.896993398666381836e-01,1.197625041007995605e+00
4.000000000000000000e+00,1.327274084091186523e+00,1.344135522842407227e+00
4.000000000000000000e+00,5.281735658645629883e-01,1.541351556777954102e+00
9.000000000000000000e+00,1.182958364486694336e+00,4.104800820350646973e-01
9.000000000000000000e+00,1.074165463447570801e+00,1.583419322967529297e+00
4.000000000000000000e+00,1.141958951950073242e+00,1.408286809921264648e+00
4.000000000000000000e+00,5.576229095458984375e-01,1.220181465148925781e+00
9.000000000000000000e+00,6.100907325744628906e-01,1.319431781768798828e+00
4.000000000000000000e+00,1.122683525085449219e+00,1.460633039474487305e+00
9.000000000000000000e+00,7.214640378952026367e-01,1.477798938751220703e+00
4.000000000000000000e+00,1.205715656280517578e+00,1.337588191032409668e+00
4.000000000000000000e+00,1.211170434951782227e+00,1.407075762748718262e+00
9.000000000000000000e+00,1.022344470024108887e+00,1.320869445800781250e+00
4.000000000000000000e+00,1.245863556861877441e+00,1.392769694328308105e+00
4.000000000000000000e+00,8.726493120193481445e-01,1.408184528350830078e+00
4.000000000000000000e+00,8.634120821952819824e-01,1.095370292663574219e+00
9.000000000000000000e+00,1.286168813705444336e+00,1.532069087028503418e+00
9.000000000000000000e+00,6.824843883514404297e-01,1.698698282241821289e+00
9.000000000000000000e+00,8.375808596611022949e-01,1.320819854736328125e+00
4.000000000000000000e+00,1.284963726997375488e+00,1.353141188621520996e+00
4.000000000000000000e+00,3.963342905044555664e-01,1.316089153289794922e+00
4.000000000000000000e+00,1.158549189567565918e+00,1.320301651954650879e+00
9.000000000000000000e+00,1.046936631202697754e+00,1.560784816741943359e+00
9.000000000000000000e+00,6.908526420593261719e-01,1.277861714363098145e+00
9.000000000000000000e+00,6.733378171920776367e-01,1.722890615463256836e+00
9.000000000000000000e+00,8.740322589874267578e-01,1.190465569496154785e+00
9.000000000000000000e+00,9.460701942443847656e-01,1.507459402084350586e+00
4.000000000000000000e+00,5.166140794754028320e-01,1.375671982765197754e+00
9.000000000000000000e+00,1.219459891319274902e+00,1.603911876678466797e+00
4.000000000000000000e+00,7.766532897949218750e-01,1.411213636398315430e+00
4.000000000000000000e+00,3.859503269195556641e-01,1.278726696968078613e+00
9.000000000000000000e+00,7.137334346771240234e-01,1.188734292984008789e+00
9.000000000000000000e+00,9.985355734825134277e-01,1.433507323265075684e+00
4.000000000000000000e+00,5.714568495750427246e-01,1.454250931739807129e+00
9.000000000000000000e+00,1.000010490417480469e+00,1.419325113296508789e+00
4.000000000000000000e+00,1.074260234832763672e+00,1.408322334289550781e+00
9.000000000000000000e+00,5.167909860610961914e-01,1.184676527976989746e+00
9.000000000000000000e+00,9.428586959838867188e-01,1.378066062927246094e+00
4.000000000000000000e+00,1.154589414596557617e+00,1.307647109031677246e+00
4.000000000000000000e+00,7.913431525230407715e-01,1.551913976669311523e+00
4.000000000000000000e+00,7.927716374397277832e-01,1.473267912864685059e+00
9.000000000000000000e+00,1.016639828681945801e+00,1.378857374191284180e+00
9.000000000000000000e+00,6.253725290298461914e-01,1.111591339111328125e+00
9.000000000000000000e+00,1.001124620437622070e+00,1.362407565116882324e+00
4.000000000000000000e+00,1.151696681976318359e+00,1.306503891944885254e+00
4.000000000000000000e+00,8.274438977241516113e-01,1.164718627929687500e+00
4.000000000000000000e+00,3.703388571739196777e-01,1.205899238586425781e+00
4.000000000000000000e+00,1.075340390205383301e+00,1.407876491546630859e+00
9.000000000000000000e+00,7.391228675842285156e-01,1.678019165992736816e+00
9.000000000000000000e+00,9.906157255172729492e-01,1.436464786529541016e+00
4.000000000000000000e+00,4.913681149482727051e-01,1.536390542984008789e+00
9.000000000000000000e+00,1.181409716606140137e+00,1.529915571212768555e+00
9.000000000000000000e+00,5.534301400184631348e-01,1.186522603034973145e+00
4.000000000000000000e+00,1.082070469856262207e+00,1.407907128334045410e+00
9.000000000000000000e+00,3.844549655914306641e-01,1.545588254928588867e+00
4.000000000000000000e+00,8.581993579864501953e-01,1.398570299148559570e+00
4.000000000000000000e+00,8.308925628662109375e-01,1.431372404098510742e+00
4.000000000000000000e+00,9.629046320915222168e-01,1.235975384712219238e+00
9.000000000000000000e+00,7.406784296035766602e-01,1.306671142578125000e+00
9.000000000000000000e+00,1.639863729476928711e+00,7.913110852241516113e-01
9.000000000000000000e+00,6.747953295707702637e-01,1.420096158981323242e+00
4.000000000000000000e+00,8.349058628082275391e-01,1.291535019874572754e+00
9.000000000000000000e+00,8.549532890319824219e-01,1.364853262901306152e+00
